Feature_Name,Feature_Name_CN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_CN,Approval_Date,Origin,Origin_CN
Montes Pyrenaeus,蒙特斯比利牛斯,Moon,251.33,-14.05,41.51,Planetographic  +East  -180 - 180,Approved,已批准,1961,Named from terrestrial Pyrenees.,从陆地比利牛斯山脉得名。
Montes Recti,山是对的,Moon,83.24,48.3,-19.72,Planetographic  +East  -180 - 180,Approved,已批准,1961,"Latin for ""straight range.""",拉丁语为“直线范围”。
Montes Recti B,山线b,Moon,7.31,48.52,-18.28,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Latin for ""straight range.""",拉丁语为“直线范围”。
Montes Riphaeus,里菲乌斯山脉,Moon,190.12,-7.48,-27.6,Planetographic  +East  -180 - 180,Approved,已批准,1961,Named from range in Asia (now Ural Mountains).,从亚洲（现在的乌拉尔山脉）范围命名。
Montes Rook,蒙特斯·鲁克,Moon,682.28,-19.49,-94.95,Planetographic  +East  -180 - 180,Approved,已批准,1964,Lawrence; British astronomer (1622-1666).,劳伦斯;英国天文学家（1622-1666）。
Montes Secchi,干蒙特斯,Moon,52.47,2.72,43.17,Planetographic  +East  -180 - 180,Approved,已批准,1976,Named from nearby crater.,从附近的火山口命名。
Montes Spitzbergen,蒙特斯·斯瓦尔巴特,Moon,59.19,34.47,-5.21,Planetographic  +East  -180 - 180,Approved,已批准,1961,"German for ""sharp peaks"", and named for resemblance to the terrestrial island group.",德语为“尖峰”，并因与陆地岛屿群相似而得名。
Montes Taurus,蒙特斯·金牛座,Moon,166.16,27.32,40.34,Planetographic  +East  -180 - 180,Approved,已批准,1935,Named from terrestrial Taurus Mts.,以陆地金牛座山命名。
Montes Teneriffe,蒙特斯·特内里费,Moon,111.98,47.89,-13.19,Planetographic  +East  -180 - 180,Approved,已批准,1935,Named from terrestrial island.,以陆地岛屿命名。
Montgolfier,热气球,Moon,83.71,47.06,-160.08,Planetographic  +East  -180 - 180,Approved,已批准,1970,Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).,雅克·埃蒂安法国发明家（1745-1799）；约瑟夫·迈克尔法国发明家（1740-1810）。
Montgolfier J,蒙哥菲尔,Moon,28.52,45.97,-158.68,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).,雅克·埃蒂安法国发明家（1745-1799）；约瑟夫·迈克尔法国发明家（1740-1810）。
Montgolfier P,蒙哥菲尔,Moon,36.24,45.71,-161.29,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).,雅克·埃蒂安法国发明家（1745-1799）；约瑟夫·迈克尔法国发明家（1740-1810）。
Montgolfier W,Montgolfier W.,Moon,35.29,48.93,-164.68,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).,雅克·埃蒂安法国发明家（1745-1799）；约瑟夫·迈克尔法国发明家（1740-1810）。
Montgolfier Y,蒙哥菲耶,Moon,41.72,50.18,-161.72,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).,雅克·埃蒂安法国发明家（1745-1799）；约瑟夫·迈克尔法国发明家（1740-1810）。
Moore,摩尔,Moon,52.66,37.25,-177.55,Planetographic  +East  -180 - 180,Approved,已批准,1970,Joseph Haines; American astronomer (1878-1949).,约瑟夫·海恩斯美国天文学家（1878-1949）。
Moore F,摩尔F,Moon,23.81,37.29,-174.97,Planetographic  +East  -180 - 180,Approved,已批准,2006,Joseph Haines; American astronomer (1878-1949).,约瑟夫·海恩斯美国天文学家（1878-1949）。
Moore L,摩尔,Moon,24.55,36.06,-177.01,Planetographic  +East  -180 - 180,Approved,已批准,2006,Joseph Haines; American astronomer (1878-1949).,约瑟夫·海恩斯美国天文学家（1878-1949）。
Moretus,莫雷图斯,Moon,114.45,-70.63,-5.95,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Moret, Theodore; Belgian mathematician (1602-1667).",莫雷特，西奥多；比利时数学家（1602-1667）。
Moretus A,莫雷托斯A,Moon,34.57,-70.42,-13.98,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Moret, Theodore; Belgian mathematician (1602-1667).",莫雷特，西奥多；比利时数学家（1602-1667）。
Moretus C,莫雷图斯C,Moon,16.38,-72.62,-11.63,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Moret, Theodore; Belgian mathematician (1602-1667).",莫雷特，西奥多；比利时数学家（1602-1667）。
Morley,莫利,Moon,13.71,-2.82,64.62,Planetographic  +East  -180 - 180,Approved,已批准,1976,Edward Williams; American chemist (1838-1923).,爱德华·威廉姆斯；美国化学家（1838-1923）。
Morozov,莫罗佐夫,Moon,41.01,4.62,127.33,Planetographic  +East  -180 - 180,Approved,已批准,1970,Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).,Nikolaj Aleksandrovich;苏联自然科学家（1854-1945）。
Morozov C,莫罗佐夫S,Moon,9.81,5.57,128.8,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).,Nikolaj Aleksandrovich;苏联自然科学家（1854-1945）。
Morozov E,莫罗佐夫E.,Moon,12.57,5.56,130.47,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).,Nikolaj Aleksandrovich;苏联自然科学家（1854-1945）。
Morozov F,莫罗佐夫F,Moon,56.01,4.92,130.2,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).,Nikolaj Aleksandrovich;苏联自然科学家（1854-1945）。
Morozov Y,莫罗佐夫和,Moon,40.75,6.69,127.21,Planetographic  +East  -180 - 180,Approved,已批准,2006,Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).,Nikolaj Aleksandrovich;苏联自然科学家（1854-1945）。
Morse,莫尔斯,Moon,72.77,21.9,-175.29,Planetographic  +East  -180 - 180,Approved,已批准,1970,Samuel Finley Breese; American inventor (1791-1872).,塞缪尔·芬利·布雷斯（Samuel Finley Breese）；美国发明家（1791-1872）。
Morse N,莫尔斯（Morse N.）,Moon,24.3,20.12,-176.12,Planetographic  +East  -180 - 180,Approved,已批准,2006,Samuel Finley Breese; American inventor (1791-1872).,塞缪尔·芬利·布雷斯（Samuel Finley Breese）；美国发明家（1791-1872）。
Morse T,莫尔斯,Moon,35.89,22.18,-179.34,Planetographic  +East  -180 - 180,Approved,已批准,2006,Samuel Finley Breese; American inventor (1791-1872).,塞缪尔·芬利·布雷斯（Samuel Finley Breese）；美国发明家（1791-1872）。
Moseley,莫斯利,Moon,88.89,20.95,-90.2,Planetographic  +East  -180 - 180,Approved,已批准,1964,Henry Gwyn Jeffreys; British physicist (1887-1915).,亨利·格温·杰弗里斯；英国物理学家（1887-1915）。
Moseley C,莫斯利C,Moon,18.89,22.21,-88.52,Planetographic  +East  -180 - 180,Approved,已批准,2006,Henry Gwyn Jeffreys; British physicist (1887-1915).,亨利·格温·杰弗里斯；英国物理学家（1887-1915）。
Moseley D,莫斯利D,Moon,17.51,22.87,-87.65,Planetographic  +East  -180 - 180,Approved,已批准,2006,Henry Gwyn Jeffreys; British physicist (1887-1915).,亨利·格温·杰弗里斯；英国物理学家（1887-1915）。
Mösting,莫斯廷,Moon,24.38,-0.7,-5.88,Planetographic  +East  -180 - 180,Approved,已批准,1935,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting A,莫斯特A,Moon,12.19,-3.21,-5.19,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting B,莫斯汀B,Moon,6.79,-2.73,-7.39,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting C,莫斯汀C,Moon,3.81,-1.81,-8.11,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting D,莫斯丁,Moon,6.7,-0.37,-5.12,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting E,MöstingE,Moon,36.32,0.18,-4.59,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting K,体量K,Moon,3.12,-0.77,-7.37,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting L,MöstingL,Moon,3.02,-0.69,-3.43,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting M,MöstingM,Moon,31.59,-1.37,-4.36,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mösting U,MöstingU,Moon,18.22,-3.15,-6.58,Planetographic  +East  -180 - 180,Approved,已批准,2006,Johan Sigismund von; Danish benefactor (1759-1843).,Johan Sigismund来自；丹麦恩人（1759-1843）。
Mouchez,飞,Moon,82.78,78.38,-26.82,Planetographic  +East  -180 - 180,Approved,已批准,1935,Ernest Amedee Barthelemy; French astronomer (1821-1892).,欧内斯特·阿米德·巴泰勒米（Ernest Amedee Barthelemy）；法国天文学家（1821-1892）。
Mouchez A,飞A,Moon,49.9,80.89,-30.37,Planetographic  +East  -180 - 180,Approved,已批准,2006,Ernest Amedee Barthelemy; French astronomer (1821-1892).,欧内斯特·阿米德·巴泰勒米（Ernest Amedee Barthelemy）；法国天文学家（1821-1892）。
Mouchez B,B飞,Moon,7.72,78.35,-23.05,Planetographic  +East  -180 - 180,Approved,已批准,2006,Ernest Amedee Barthelemy; French astronomer (1821-1892).,欧内斯特·阿米德·巴泰勒米（Ernest Amedee Barthelemy）；法国天文学家（1821-1892）。
Mouchez C,C飞,Moon,12.52,77.42,-26.12,Planetographic  +East  -180 - 180,Approved,已批准,2006,Ernest Amedee Barthelemy; French astronomer (1821-1892).,欧内斯特·阿米德·巴泰勒米（Ernest Amedee Barthelemy）；法国天文学家（1821-1892）。
Mouchez J,飞J,Moon,17.11,79.52,-38.59,Planetographic  +East  -180 - 180,Approved,已批准,2006,Ernest Amedee Barthelemy; French astronomer (1821-1892).,欧内斯特·阿米德·巴泰勒米（Ernest Amedee Barthelemy）；法国天文学家（1821-1892）。
Mouchez L,飞L,Moon,19.36,78.71,-40.78,Planetographic  +East  -180 - 180,Approved,已批准,2006,Ernest Amedee Barthelemy; French astronomer (1821-1892).,欧内斯特·阿米德·巴泰勒米（Ernest Amedee Barthelemy）；法国天文学家（1821-1892）。
Mouchez M,飞M,Moon,17.26,80.26,-50.13,Planetographic  +East  -180 - 180,Approved,已批准,2006,Ernest Amedee Barthelemy; French astronomer (1821-1892).,欧内斯特·阿米德·巴泰勒米（Ernest Amedee Barthelemy）；法国天文学家（1821-1892）。
Moulton,莫尔顿,Moon,54.7,-60.91,97.57,Planetographic  +East  -180 - 180,Approved,已批准,1970,Forest R.; American astronomer (1872-1952).,森林河美国天文学家（1872-1952）。
Moulton H,莫尔顿H,Moon,50.65,-61.16,100.64,Planetographic  +East  -180 - 180,Approved,已批准,2006,Forest R.; American astronomer (1872-1952).,森林河美国天文学家（1872-1952）。
Moulton P,莫尔顿,Moon,20.84,-63.75,93.97,Planetographic  +East  -180 - 180,Approved,已批准,2006,Forest R.; American astronomer (1872-1952).,森林河美国天文学家（1872-1952）。
Mount Marilyn,玛丽莲山,Moon,30,1.13,40,Planetographic  +East  -180 - 180,Approved,已批准,"Jul 26, 2017","Astronaut named feature, Apollo 11 site.",宇航员命名功能，阿波罗11号站点。
Müller,磨坊主,Moon,23.4,-7.64,2.04,Planetographic  +East  -180 - 180,Approved,已批准,1935,Karl; Czechoslovakian astronomer (1866-1942).,卡尔捷克斯洛伐克的天文学家（1866-1942）。
Müller A,缪勒A,Moon,8.68,-8.14,2.13,Planetographic  +East  -180 - 180,Approved,已批准,2006,Karl; Czechoslovakian astronomer (1866-1942).,卡尔捷克斯洛伐克的天文学家（1866-1942）。
Müller F,缪勒F,Moon,5.78,-7.86,1.48,Planetographic  +East  -180 - 180,Approved,已批准,2006,Karl; Czechoslovakian astronomer (1866-1942).,卡尔捷克斯洛伐克的天文学家（1866-1942）。
Müller O,米勒,Moon,9.66,-7.89,2.41,Planetographic  +East  -180 - 180,Approved,已批准,2006,Karl; Czechoslovakian astronomer (1866-1942).,卡尔捷克斯洛伐克的天文学家（1866-1942）。
Murakami,村上,Moon,44.52,-23.38,-140.97,Planetographic  +East  -180 - 180,Approved,已批准,1991,"Harutaro; Japanese physicist, astronomer (1872-1947).",春太郎;日本物理学家，天文学家（1872-1947）。
Murchison,默奇森,Moon,57.83,5.07,-0.21,Planetographic  +East  -180 - 180,Approved,已批准,1935,Sir Roderick Impey; Scottish geologist (1792-1871).,Roderick Impey爵士；苏格兰地质学家（1792-1871）。
Murchison T,默奇森T,Moon,2.48,4.44,0.08,Planetographic  +East  -180 - 180,Approved,已批准,2006,Sir Roderick Impey; Scottish geologist (1792-1871).,Roderick Impey爵士；苏格兰地质学家（1792-1871）。
Mutus,无言以对,Moon,76.33,-63.65,29.93,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus A,无语,Moon,13.54,-63.95,31.98,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus B,无语B,Moon,15.94,-64.02,29.56,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus C,无语100,Moon,32.88,-61.32,27.22,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus D,无语500,Moon,21.43,-58.5,23.25,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus E,彼此,Moon,22.03,-65.52,36,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus F,无语的F,Moon,41.67,-66.27,34.18,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus G,无语G,Moon,17.75,-67.24,34.85,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus H,无语,Moon,20.5,-63.68,24.11,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus J,J无语,Moon,7.15,-62.81,23.29,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus K,无语的K,Moon,6.46,-57.89,21.51,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus L,无语50,Moon,19.52,-61.85,24.81,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus M,无语1000,Moon,20.31,-59.21,24.32,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus N,无语N,Moon,11.6,-62.44,27.63,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus O,呵呵无语,Moon,11.7,-57.85,23.86,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus P,P无语,Moon,15.16,-59.16,25.55,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
Mutus Q,Q无语,Moon,6.94,-62.3,30.37,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",Vincente Mut或Muth；西班牙天文学家（unkn-1673）。
